id_pdv;id_sku;fecha_min;fecha_max;anio_semana_min;anio_semana_max;count_nonzero;sum_cantidad;fecha;anio_semana;cantidad;cantidad_neta;cantidad_bruta;venta;venta_neta;venta_bruta;volumen_neto;volumen_bruto;precio
323606;116;30/09/2021;20/11/2025;202139;202547;314;6983;30/09/2021;202139;18;18;18;799.56;799.56;799.56;4.5;4.5;44.42
323606;116;30/09/2021;20/11/2025;202139;202547;314;6983;01/10/2021;202139;0;0;0;0.0;-211.88;0.0;0.0;0.0;0.0
323606;116;30/09/2021;20/11/2025;202139;202547;314;6983;2021-10-04;202140;28;28;28;1243.76;1243.76;1243.76;7.0;7.0;44.42
323606;116;30/09/2021;20/11/2025;202139;202547;314;6983;05/10/2021;202140;0;0;0;0.0;-329.72;0.0;0.0;0.0;0.0
323606;;30/09/2021;20/11/2025;202139;202547;314;6983;07/10/2021;202140;33;33;33;1465.86;1465.86;1465.86;8.25;8.25;44.42
323606;116;30/09/2021;20/11/2025;202139;202547;314;6983;08/10/2021;202140;0;0;0;0.0;-388.6;0.0;0.0;0.0;0.0
323606;116;30/09/2021;20/11/2025;202139;202547;314;6983;11/10/2021;202141;32;32;32;abc;1421.44;1421.44;8.0;8.0;44.42
323606;116;30/09/2021;20/11/2025;202139;202547;314;6983;12/10/2021;202141;0;0;0;0.0;-376.82;0.0;0.0;0.0;0.0
323606;116;30/09/2021;20/11/2025;202139;202547;314;6983;14/10/2021;202141;8;8;10;355.36;355.36;355.36;2.0;2.0;44.42
323606;116;30/09/2021;20/11/2025;202139;202547;314;6983;15/10/2021;202141;0;0;0;0.0;-94.21;0.0;0.0;0.0;0.0
323606;116;30/09/2021;20/11/2025;202139;202547;314;6983;18/10/2021;202142;10;10;10;444.2;444.2;444.2;2.5;2.5;0.0
323606;116;30/09/2021;20/11/2025;202139;202547;314;6983;19/10/2021;202142;0;0;0;0.0;-122.2;0.0;0.0;0.0;0.0
323606;116;30/09/2021;20/11/2025;202139;202547;314;6983;19/10/2021;202142;0;0;0;0.0;-122.2;0.0;0.0;0.0;0.0
